"COORD_OP_METHOD_CODE","COORD_OP_METHOD_NAME","REVERSE_OP","FORMULA","EXAMPLE","REMARKS","INFORMATION_SOURCE","DATA_SOURCE","REVISION_DATE","CHANGE_ID","DEPRECATED"
9817,Lambert Conic Near-Conformal,1,"To compute the Lambert Conic Near-Conformal the following formulae are used;

E = FE + r sin(theta)
N = FN + M + r sin(theta) tan(theta/2) using the natural origin rather than the false origin.

Compute constants for the ellipse:

n = (a-b)/(a+b)  
A’ = a [ 1- n + 5 (n^2 - n^3 ) / 4 + 81 ( n^4 - n^5 ) / 64]*pi /180 
B’ = 3 a [ n - n^2 + 7 ( n^3 - n^4 ) / 8 + 55 n^5 / 64] / 2
C’ = 15 a [ n^2 -n^3 + 3 ( n^4 - n^5 ) / 4 ] / 16
D’ = 35 a [ n^3 - n^4 + 11 n^5 / 16 ] / 48
E’ = 315 a [ n^4 - n^5 ] / 512

Then compute the meridional arc from the equator to the parallel.
s0 = A’ lat0 - B’ sin(2 lat0) + C’ sin(4 lat0) - D’ sin(6 lat0) + E’ sin(8 lat0) where lat0 in the first term is in degrees
s0 = A’ lat - B’ sin(2 lat) + C’ sin(4 lat) - D’ sin(6 lat) + E’ sin(8 lat) where lat0 in the first term is in degrees
m = s - s0
A = 1 / (6 rho0 nu0) 
M = ko ( m + A m^3.  This is the term that is truncated to the third order.
Ms = M per second of arc = M / ((lat - lat0) * 3600)

theta = (lon - lon0) sin(lat0)
ro = ko nu0 / tan(lat0)
r = ro - M

The reverse formulas for lat and lon  from E and N with r0 and Ms as above:

lat  = M’/ (Ms * 3600) + lat0   where lat0 and lat are in degrees
lon  =  lon0 + theta‘ / sin(lat0)  where lont0 and lon are in radians

where
E’ = E - FE              N’ = N - FN
theta‘ = arctan [E’ / (r0 - N’)]
r’ = E’ / sin(theta‘) 
M’ = r0 - r'","For Projected Coordinate System: Deir ez Zor / Levant Zone

Parameters:
Ellipsoid  Clarke 1880 (IGN)  a = 6378249.2 m  1/f = 293.46602
then b = 6356515.000    n = 0.001706682563

Latitude Natural Origin  = 34°39'00""N = 0.604756586 rad
Longitude Natural Origin = 37°21'00""E=  0.651880476 rad
Scale factor at origin ko = 0.99962560
False Eastings FE  = 300000.00 m
False Northings FN  = 300000.00 m

Forward calculation for: 
Latitude of 37°31'17.625""N = 0.654874806 rad
Longitude of 34°08'11.291""E = 0.595793792 rad
first gives
A = 4.1067494 * 10e-15      A’=111131.8633
B’= 16300.64407     C’= 17.38751     D’= 0.02308      E’= 0.000033
so = 3835482.233    s  = 4154101.458     m = 318619.225
M = 318632.72         Ms = 30.82262319
q = -0.03188875       ro = 9235264.405     r = 8916631.685

Then Easting E =   15707.96 m (c.f. E =   15708.00 using full formulae)
         Northing N =      623165.96 m (c.f. N = 623167.20 using full formulae)

Reverse calculation for the same easting and northing first gives

q' = -0.03188875
r’  =  8916631.685
M’= 318632.72 

Latitude =      0.654874806 rad = 37°31'17.625""N
Longitude = 0.595793792 rad =  34°08'11.291""E",The Lambert Near-Conformal projection is derived from the Lambert Conformal Conic projection by truncating the series expansion of the projection formulae.,EPSG guidance note #7.,EPSG,1999-11-15 00:00:00,99.811,0
9818,American Polyconic,1,See information source.,,See information source for formula and example.,"US Geological Survey Professional Paper 1395; ""Map Projections - A Working Manual"";  J. Snyder",EPSG,1999-10-20 00:00:00,99.55,0
9819,Krovak Oblique Conic Conformal,1,"From the defining parameters the following constants for the projection may be calculated :

B = {1 + [e^2 * cos^4(latC) / (1 - e^2)]}^0.5
A=a (1 - e^2 )^0.5 / [ 1 - e^2 sin^2 (latC)]
gamma0=asin[sin (latC) / B]
t0 =tan(pi / 4 + gamma0 / 2) . [(1 + e sin(latC)) / (1 - e sin (latC))]^(e.B/2) / tan(pi / 4 + latC/ 2)^B
n = sin (lat1)
r0=kc  A / tan (lat1)

To derive the projected Southing and Westing coordinates of a point with geographical coordinates (lat, lon) the formulas for the oblique conic conformal are:

Southing:    X  = Ec + r cos theta
Westing:     Y = Nc + r sin theta
 
where

U=2 (atan { t0. tan^B (lat/2 + pi / 4 ) / [(1 + e sin (lat)) / (1 - e sin (lat))]^[e.B/2 ]} - pi / 4)
V=B (lonc -  lon)
S=asin [ cos (alphaC) sin ( U ) + sin (alphaC) cos (U) cos (V)]
D=asin [ cos ( U ) sin ( V ) / cos ( S ) ]
theta=n D
r=r0 tan^n . (pi / 4 + phi1/ 2) / tan^n ( S/2 + pi / 4 )

The reverse formulas to derive the latitude and longitude of a point from its Southing and Westing values are:

latj = 2*(atan{t0^(-1/B) tan^(1/B).( U’/2 + pi / 4 ).[(1 + e sin ( lat j-1) / (1 - e sin ( latj-1)]^(e/2)} - pi / 4) 
where j = 1,2 and the latitude is found by iteration.
lon = lonc - V' / B
where
r' =[(X - Ec)^2 + (Y - Nc)^2]^(1/2)  
theta'=arctan [(X- Ec)/(Y- Nc)]
D'=theta' / sin ( lat1)
S'=2*{atan[(r0 / r' )^(1/n) tan(pi / 4 + lat0/ 2)] - pi / 4}
U'=asin ( cos (alphaC) sin ( S' ) - sin (alphaC) cos (S') cos (D') )
V'=asin ( cos (S') sin (D') / cos (U'))","For Projected Coordinate Reference System: S-JTSK (Ferro) / Krovak

N.B. Krovak projection uses Ferro as the prime meridian. This has a longitude with reference to Greenwich of 17 deg 40 min West. To apply the formulae the defining longitudes must be corrected to the Greenwich meridian.

Parameters:
Ellipsoid  Bessel 1841   a = 6377397.155m  1/f = 299.15281
    then    e = 0.081696831        e2 = 0.006674372

Latitude of projection centre = 49o 30'00"" N =  0.863937979 rad
Longitude of Origin = 42°30'00"" East of Ferro
Longitude of Ferro is 17°40'00"" West of Greenwich
Longitude of Origin = 24°50'00"" East of Greenwich = 0.433423431   rad
Latitude of pseudo standard parallel = 78°30'00""N
Azimuth of centre line = 30°17'17.3031""
Scale factor on pseudo Standard Parallel (ko) = 0.99990
Easting at projection centre (Ec) = 0.00 m
Northing  at projection centre (Nc) = 0.00 m

Projection constants:
B=1.000597498
A=6380703.611
gamma0=0.863239103
t0=1.003419164
n= 0.979924705
r0=1298039.005

Forward calculation for: 
Latitude = 50°12'32.4416""N = 0.876312566 rad
Longitude = 16°50'59.1790""E = 0.294083999 rad

Gives

U=0.875596949
V=0.139422687
S=1.386275049
D=0.506554623
theta=0.496385389
r0=1194731.014

Then Southing X =  1050538.643 m
         Westing  Y =    568990.997 m

Reverse calculation for the same Southing and Westing gives

r' =1194731.014
theta' =0.496385389
D'=0.506554623
S'=1.386275049
U'=0.875596949
V'=0.139422687
lat(iteration 1)=0.876310601 
lat(iteration 2)=0.876312560
lat(iteration3)=0.876312566

Latitude = 0.876312566 rad = 50°12'32.4416""N
Longitude = 0.294083999 rad = 16°50'59.1790""E",,Research Institute for Geodesy Topography and Cartography (VUGTK); Prague.,EPSG,2003-01-31 00:00:00,2002.95,0
9820,Lambert Azimuthal Equal Area,1,"To derive the projected coordinates of a point, geodetic latitude (lat) is converted to authalic latitude (ß). The formulae  to convert geodetic latitude and longitude (lat,lon) to Easting and Northing are:

Easting, E   = FE + {(B . D) . [cos ß . sin(lon – lonO)]}
Northing, N = FN + (B / D) . {(cos ßO . sin ß) –  [sin ßO . cos ß . cos(lon – lonO)]}

where
B = Rq . (2 / {1 + sin ßO . sin ß + [cos ßO . cos ß . cos(lon – lonO)]})^0.5
D = a . [cos ?O / (1 – e2 sin2 ?O)0.5] / (Rq . cos ßO)
Rq = a . (qP  / 2)^0.5
ß = sin (q / qP)
ßO = sin (qO / qP)
q = (1 – e^2) . ([sin(lat) / (1 – e^2 sin^2(lat))] – {[1/(2e)] . ln [(1 – e sin(lat)) / (1 + e sin(lat))]})
qO = (1 – e^2) . ([sin(latO) / (1 – e^2 sin^2(latO))] – {[1/(2e)] . ln [(1 – e sin(latO)) / (1 + e sin(latO))]})
qP = (1 – e^2) . ([sin(latP) / (1 – e^2 sin^2(latP))] – {[1/(2e)] . ln [(1 – e sin(latP)) / (1 + e sin(latP))]})

The reverse formulas to derive the geodetic latitude and longitude of a point from its Easting and Northing values are:

lat = ß' + [(e^2/3 + 31e^4/180 + 517e^6/5040) . sin 2ß'] + [(23e^4/360 + 251e^6/3780) . sin 4ß'] +  [(761e^6/45360) . sin 6ß']

lon = lonO + atan {(X-FE) . sin C / [D. rho . cos ßO . cos C – D^2. (Y-FN) . sin ßO . sin C]}
where
ß' = sin{(cosC . sin ßO) + [(D . (Y-FN) . sinC . cos ßO) / rho]}
C = 2 . sin(rho / 2 . Rq)
rho = {[(X-FE)/D]^2 + [D . (Y –FN)]^2}^0.5

and D, Rq, and ßO are as in the forward equations.","For Projected Coordinate Reference System: ETRS89 / ETRS-LAEA

Parameters:
Ellipsoid:GRS 1980  a = 6378137.0 metres    1/f = 298.2572221
then e = 0.081819191

Latitude of natural origin (latO): 53°00'00.000""N =0.925024504  rad
Longitude of natural origin (lonO): 9°00'00.000""E = 0.157079633 rad
False easting (FE): 4321000.00 metres
False northing (FN) 3210000.00 metres

Forward calculation for: 
Latitude (lat) =  50°00'00.000""N = 0.872664626 rad
Longitude(lon) = 5°00'00.000""E = 0.087266463 rad

First gives
qP = 1.995531087
qO = 1.591111956
q = 1.525832247
Rq = 6371007.181
betaO = 0.922870909
beta = 0.870458708
D = 1.000406507
B = 6374706.698

whence 
E = 4034299.86 m
N = 2884152.53 m

Reverse calculation for the same Easting and Northing (4034299.86 E, 2884152.53 N) first gives:

rho = 434042.7347
C = 0.068140987
beta' = 0.870458708

Then Latitude = 50°00'00.000""N
        Longitude = 5°00'00.000""E",This is the ellipsoidal form of the projection.,"USGS Professional Paper 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG,2003-12-14 00:00:00,2003.35,0
9821,Lambert Azimuthal Equal Area (Spherical),1,See information source.,See information source.,This is the spherical form of the projection.  See coordinate operation method Lambert Azimuthal Equal Area (code 9820) for ellipsoidal form.  Differences of several tens of metres result from comparison of the two methods.,"USGS Professional Paper 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG,2001-06-05 00:00:00,,0
9822,Albers Equal Area,1,"To derive the projected coordinates of a point, geodetic latitude (lat) is converted to authalic latitude (ß). The formulas to convert geodetic latitude and longitude (lat, lon) to Easting (E) and Northing (N) are: 
Easting (E)     =  EF + (rho . sin(theta)) 
Northing (N)  =  NF + rhoO – (rho . cos(theta))

where
theta  = n . (lon - lonO)
rho  = [a . (C – n.alpha)^0.5] / n
rhoO = [a . (C – n.alphaO)^0.5] / n
and
C  = m1^2 +  (n . alpha1)
n   = (m1^2 – m2^2) / (alpha2 - alpha1)
m1 = cos lat1 / (1 – e^2 sin^2(lat1))^0.5
m2 = cos lat2 / (1 – e^2 sin^2(lat2))^0.5
alpha  = (1 – e^2) . [(sin(lat) / (1 – e^2 sin^2(lat))] – {[1/(2e)] . ln [(1 – e sin(lat)) / (1 + e sin(lat))]}
alphaO  = (1 – e^2) . [(sin(latO) / (1 – e^2 sin^2(latO))] – {[1/(2e)] . ln [(1 – e sin(latO)) / (1 + e sin(latO))]}
alpha1  = (1 – e^2) . [(sin(lat1) / (1 – e^2 sin^2(lat1))] – {[1/(2e)] . ln [(1 – e sin(lat1)) / (1 + e sin(lat1))]}
alpha2  = (1 – e^2) . [(sin(lat2) / (1 – e^2 sin^2(lat2))] – {[1/(2e)] . ln [(1 – e sin(lat2)) / (1 + e sin(lat2))]}

The reverse formulas to derive the geodetic latitude and longitude of a point from its Easting and Northing values are:
lat = ß' + (e^2/3 + 31e^4/180 + 517e^6/5040) . sin 2ß'] + [(23e^4/360 + 251e^6/3780) . sin 4ß'] + [(761e^6/45360) . sin 6ß']

lon =   lonO + (theta / n)
where
ß' =  sin(alpha' / {1 – [(1 – e^2) / (2 . e)] . ln [(1 – e / (1 + e)]
alpha' =  [C – (rho^2 . N^2 / a^2)] / n
rho =  {(E – EF)^2 + [rhoO – (N – NF)]^2 }^0.5
theta =  atan [(E – EF) / [rhoO – (N – NF)]
and C, n and rhoO are as in the forward equations.",See Information Source.,,"USGS Professional Paper 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG,2001-06-05 00:00:00,,0
9823,Equidistant Cylindrical,1,"This method has one of the simplest formulas available. If the latitude of natural origin (latO) is at the equator the method is also known as Plate Carrée. It is not used for rigorous topographic mapping because its distortion characteristics are unsuitable. Formulas are included to distinguish this map projection method from an approach sometimes mistakenly called by the same name and used for simple computer display of geographic coordinates – see Pseudo Plate Carrée (coordinate operation method code 9825).

For the forward calculation:

X =  R . (lon - lonO) . cos(latO)
Y =  R .  lat

where R = ((a^2 * (1 –  e^2)) / (1 – e^2 sin^2 latO)^2)^0.5
and latO, lonO, lat and lon are expressed in radians.

For the Equidistant Cylindrical method on a sphere (not ellipsoid), e = 0 and R = a.

For the reverse calculation:

lat = Y / R  
lon = lonO + (X / R cos(latO))

where R is as for the forward method.",See information source.,"If the latitude of natural origin is at the equator, also known as Plate Carrée. See also Pseudo Plate Carree, method code 9825.","US Geological Survey Professional Paper 1395; ""Map Projections - A Working Manual"";  J. Snyder.",EPSG,2002-12-23 00:00:00,2002.92,0
9824,Transverse Mercator Zoned Grid System,1,"The standard Transverse Mercator formulas (coordinate operation method 9807) are modified as follows:

Zone number, Z, = int((Long + LongI + W) / W)  with Long,  LongI and W in degrees. 
where (LongI) is the Initial Longitude of the zoned grid system
and W is the width of each zone of the zoned grid system.
If Long < 0, Long = (Long + 360) degrees.

Then,
   Long0  = [Z * W] – [LongI + (W/2)]

For the forward calculation,
   Easting, E =  Z*10^6 + FE + k0.nu[A + (1 - T + C)A^3/6 + (5 - 18T + T^2 + 72C - 58e'^2)A^5/120]
   
and in the reverse calculation for longitude, 
   D = (E – [FE + Z*10^6])/(nu1.k0)",,If locations fall outwith the fixed zones the general Transverse Mercator method (code 9807) must be used for each zone.,EPSG Guidance Note #7.,EPSG,2001-06-05 00:00:00,,0
9825,Pseudo Plate Carree,1,"X = Lon
Y = Lat

Lat = Y
Lon = X",,"Used only for depiction of graticule (latitude/longitude) coordinates on a computer display. The axes units are decimal degrees and of variable scale. The origin is at Lat = 0, Long = 0. See Equidistant Cylindrical, code 9823, for proper Plate Carrée.",EPSG,EPSG,2001-11-06 00:00:00,,0
9826,Lambert Conic Conformal (West Orientated),1,"In older mapping of Denmark and Greenland the Lambert Conic Conformal is used with axes positive north and west. To derive the projected Westing and Northing coordinates of a point with geographical coordinates (Lat, Lon) the formulas are as for the standard Lambert Conic Conformal (1SP) case (coordinate operation method code 9801) except for:

W =  FE – r.sin(theta)

In this formula the term FE retains its definition, i.e. in the Lambert Conic Conformal (West Orientated) method it increases the Westing value at the natural origin. In this method it is effectively false westing (FW).

The reverse formulas to derive the latitude and longitude of a point from its Westing and Northing values are as for the standard Lambert Conic Conformal (1SP) case except for:

theta' = arctan[(FE – W)/{r0 – (N – FN)}]
r' = +/-[(FE – W)^2 + {r0 – (N – FN)}^2]^0.5",,,EPSG guidance note #7.,EPSG,2002-01-16 00:00:00,,0
9827,Bonne,1,"The formulas to convert geodetic latitude and longitude (lat, lon) to Easting and Northing are:

E = (rho . sin T) + FE
N = (a . mO / sin(latO) –  rho . cos T) + FN

where
m = cos(lat) / (1 –  e^2sin^2(lat))^0.5
with lat in radians and mO for latO, the latitude of the origin, derived in the same way.

M = a[(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)lat – (3e^2/8 + 3e^4/32 + 45e^6/1024+....)sin(2 lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4 lat) –  (35e^6/3072 + ....)sin(6 lat) + .....]
with lat in radians and MO for latO, the latitude of the origin, derived in the same way.

rho = a . mO / sin(latO) + MO – M
T = a . m (lon – lonO) / rho       with lon and lonO in radians

For the reverse calculation:
X = E – FE
Y = N – FN
rho = ± [X^2 + (a . mO / sin(latO) – Y)^2]^0.5  taking the sign of latO
M = a . mO / sin(latO) + MO – rho
mu = M / [a (1 – e^2/4 – 3e^4/64 – 5e^6/256 – …)]
e1 = [1 – (1 – e^2)^0.5] / [1 + (1 – e^2)^0.5]
lat = mu + ((3 e1 / 2) –  (27 e1^3 / 32) +.....)sin(2 mu) + ((21 e1^2 / 16) –  (55 e1^4 / 32) + ....)sin(4 mu) 
  + ((151 e1^3 / 96) +.....)sin(6 mu) + ((1097 e1^4 / 512)  –  ....)sin(8 mu) + ......

m = cos(lat) / (1 – e^2 sin^2(lat))^0.5

If latO is not negative
lon = lonO + rho {atan[X / (a . mO / sin(latO) – Y)]} / a . m
but if lonO is negative
lon = lonO + rho {atan[– X / (Y – a . mO / sin(latO))]} / a . m
In either case, if lat = ±90°, m = 0 and the equation for lon is indeterminate, so use lon = lonO.",See information source.,,"US Geological Survey Professional Paper 1395, ""Map Projections - A Working Manual"" by John P Snyder.",EPSG,2002-07-13 00:00:00,,0
9828,Bonne (South Orientated),1,"The formulas to convert geodetic latitude and longitude (lat, lon) to Easting and Northing are:

W = FE – (rho . sin T)
S = FN – (a . mO / sin(latO) –  rho . cos T)

where
m = cos(lat) / (1 –  e^2sin^2(lat))^0.5
with lat in radians and mO for latO, the latitude of the origin, derived in the same way.

M = a[(1 –  e^2/4 –  3e^4/64 –  5e^6/256 –....)lat – (3e^2/8 + 3e^4/32 + 45e^6/1024+....)sin(2 lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4 lat) –  (35e^6/3072 + ....)sin(6 lat) + .....]
with lat in radians and MO for latO, the latitude of the origin, derived in the same way.

rho = a . mO / sin(latO) + MO – M
T = a . m (lon – lonO) / rho       with lon and lonO in radians

For the reverse calculation:
X = FE – W
Y = FN – S
rho = ± [X^2 + (a . mO / sin(latO) – Y)^2]^0.5  taking the sign of latO
M = a . mO / sin(latO) + MO – rho
mu = M / [a (1 – e^2/4 – 3e^4/64 – 5e^6/256 – …)]
e1 = [1 – (1 – e^2)^0.5] / [1 + (1 – e^2)^0.5]
lat = mu + ((3 e1 / 2) –  (27 e1^3 / 32) +.....)sin(2 mu) + ((21 e1^2 / 16) –  (55 e1^4 / 32) + ....)sin(4 mu) 
  + ((151 e1^3 / 96) +.....)sin(6 mu) + ((1097 e1^4 / 512)  –  ....)sin(8 mu) + ......

m = cos(lat) / (1 – e^2 sin^2(lat))^0.5

If latO is not negative
lon = lonO + rho {atan[X / (a . mO / sin(latO) – Y)]} / a . m
but if lonO is negative
lon = lonO + rho {atan[– X / (Y – a . mO / sin(latO))]} / a . m
In either case, if lat = ±90°, m = 0 and the equation for lon is indeterminate, so use lon = lonO.

In these formulas the terms FE and FN retain their definition, i.e. in the Bonne (South Orientated) method they increase the Westing and Southing value at the natural origin. In this method they are effectively false westing (FW) and false southing (FS) respectively.",,,EPSG guidance note #7.,EPSG,2002-07-13 00:00:00,,0
9829,Polar Stereographic (variant B),1,"First calculate the scale factor at natural origin:
for the south pole case
tF  = tan (pi/4 + latF/2) / {[(1 + e sin(latF)) / (1 – e sin(latF))]^(e/2)}

but for the north pole case
tF  = tan (pi/4 - latF/2) * {[(1 + e sin(latF)) / (1 – e sin(latF))]^(e/2)}

then for both cases
mF = cos(latF)  / (1 – e^2 sin^2(latF))^0.5
ko = mF {[(1+e)^(1+e) (1–e)^(1–e)]0.5} / (2  tF)


The forward and reverse conversions then follow the formulae for the
Polar Stereographic (variant A) method:

For the forward conversion from latitude and longitude, for the south pole case

E = FE rho * sin(lon – lonO)
N = FN + rho * cos(lon – lonO)
where
t = tan(pi/4 + lat/2) / {[(1 + e sin(lat)) / (1 – e sin(lat))]^(e/2)}
rho = 2*a*ko*t / {[(1+e)^(1+e) (1–e)^(1–e)]^0.5}

For the north pole case, 
rho and E are found as for the south pole case but
t  = tan(pi/4 – lat/2) *  {[(1 + e sin(lat)) / (1 – e sin(lat))]^(e/2)}
N = FN – rho * cos(lon – lonO)


For the reverse conversion from easting and northing to latitude and longitude,
lat = chi + (e^2/2 + 5e^4/24 + e^6/12 + 13e^8/360) sin(2 chi) 
+ (7e^4/48 + 29e^6/240 + 811e^8/11520) sin(4 chi)
+ (7e^6/120 +  81e^8/1120) sin(6 chi)  + (4279e^8/161280) sin(8 chi)

where rho'  = [(E-FE)^2  + (N – FN)^2]^0.5
t'   =rho' {[(1+e)^(1+e) * (1– e)^(1-e)]^0.5} / (2 a ko)
and for the south pole case
chi  = 2 atan(t' ) – pi/2 
but for the north pole case
chi  =  pi/2 - 2 atan t'

Then for for both north and south cases if E = FE, lon = lonO
else for the south pole case
lon = lonO + atan [(E – FE) / (N – FN)]
and for the north pole case
lon = lonO + atan [(E – FE) / –(N – FN)] = lonO + atan [(E – FE) / (FN – N)]","For Projected Coordinate Reference System: WGS 84 / Australian Antarctic Polar Stereographic

Parameters:
Ellipsoid: WGS 84
a = 6378137.0 metres  1/f = 298.2572236
then e = 0.081819191

Latitude of standard parallel (latF): 71°00'00.000""S = -1.239183769 rad
Longitude of origin (lonO): 70°00'00.000""E = 1.221730476 rad
False easting (FE): 6000000.00 metres
False northing (FN): 6000000.00 metres

Forward calculation for: 
Latitude (lat) = 75°00'00.000""S = -1.308996939 rad
Longitude(lon) = 120°00'00.000""E = 2.094395102 rad

tF  = 0.168407325
mF = 0.326546781
ko = 0.97276901
t  = 0.132508348
pho = 1638783.238
whence
E = 7255380.79 m
N = 7053389.56 m

Reverse calculation for the same Easting and Northing (7255380.79 E, 7053389.56 N) first gives:
tF  = 0.168407325       mF = 0.326546781      and  ko = 0.97276901
then rho' = 1638783.236          t'  = 0.132508347               chi = -1.3073146

Then Latitude (lat) = 75°00'00.000""S
        Longitude (lon) = 120°00'00.000""E",,EPSG guidance note #7.,EPSG,2003-09-22 00:00:00,,0
9830,Polar Stereographic (variant C),1,"For the forward conversion from latitude and longitude, for the south pole case
E = EF + rho * sin (lon – lonO)
N = NF – rhoF + rho * cos (lon – lonO)
where
mF = cos latF  / (1 – e^2 sin^2(latF))^0.5
tF  = tan (p/4 + latF/2) / {[(1 + e sin(latF)) / (1 – e sin(latF))]^(e/2)}
t  = tan (p/4 + lat/2) / {[(1 + e sin(lat)) / (1 – e sin(lat))]^(e/2)}
rhoF = a mF
rho = rhoF *  t / tF

For the north pole case, mF, *F, * and E are found as for the south pole case but
tF = tan (p/4 – latF/2) * {[(1 + e sin(latF)) / (1 – e sin(latF))]^(e/2)}
t = tan (p/4 – lat/2) * {[(1 + e sin(lat)) / (1 – e sin(lat))]^(e/2)}
N = NF + rhoF – [rho * cos (lon – lonO)]


For the reverse conversion from easting and northing to latitude and longitude,
lat = chi + (e^2/2 + 5e^4/24 + e^6/12 + 13e^8/360) sin(2 chi) 
+ (7e^4/48 + 29e^6/240 + 811e^8/11520) sin(4 chi)
+ (7e^6/120 +  81e^8/1120) sin(6 chi)  + (4279e^8/161280) sin(8 chi)

where for the south pole case
rho' = [(E-EF)^2  + (N – NF + rhoF)^2] ^0.5
t'   =  rho' *  tF / rhoF
chi  = 2 atan(t' ) – pi/2
and where mF and tF are as for the forward conversion

For reverse conversion north pole case, mF, tF and rhoF are found as for the north pole case of the forward conversion, and
rho' = [(E-EF)^2  + (N – NF – rhoF)^2]^0.5
t' is found as for the south pole case of the reverse conversion =  rho' *  tF / rhoF
chi  =  pi/2 - 2 atan t'

Then for for both north and south pole cases 
if E = EF, lon = lonO
else for the south pole case
lon = lonO + atan [(E – EF) / (N – NF + rhoF)]
and for the north pole case
lon = lonO + atan [(E – EF) / –(N – NF – rhoF)] = lonO + atan [(E – EF) / (NF + rhoF – N)]","For Projected Coordinate Reference System: Petrels 1972 / Terre Adelie Polar Stereographic

Parameters:
Ellipsoid:International 1924
a = 6378388.0 metres  1/f = 297.0
then e = 0.081991890

Latitude of false origin (latF):  67°00'00.000""S = -1.169370599 rad
Longitude of origin (lonO): 140°00'00.000""E = 2.443460953 rad
Easting at false origin (EF): 300000.00 metres
Northing at false origin (NF): 200000.00 metres

Forward calculation for: 
Latitude (lat) = 66°36'18.820""S = -1.162480524 rad
Longitude (lon) = 140°04'17.040""E = 2.444707118 rad

mF = 0.391848769
rhoF = 2499363.488
tF  = 0.204717630
t  = 0.208326304
rho = 2543421.183
whence
E = 303169.52 m
N = 244055.72 m

Reverse calculation for the same Easting and Northing (303169.522 E, 244055.721 N) first gives:
mF = 0.391848769
rhoF = 2499363.488
tF  = 0.204717630

then
rho' = 2543421.183
t'  = 0.208326304
chi = -1.1600190

Then Latitude (lat) = 66°36'18.820""S
         Longitude (lon) =140°04'17.040""E",,EPSG guidance note #7.,EPSG,2003-09-22 00:00:00,,0
